transaction_id,customer_id,product_id,transaction_date,amount,quantity,promo_code,ingestion_timestamp,source_file
T000389,C00486,P0025,2025-07-17,,2,,2025-07-18 11:00:00,batch_2025_01.csv
T001810,C99999,P0075,05/15/2025,556.97,1,SAVE10,2025-05-15 05:00:00,batch_2025_01.csv
T003779,C00356,P0091,2025-01-02,229.51,3,WELCOME5,2025-01-02 17:00:00,batch_2025_01.csv
T002142,C00386,P0143,2025-02-23,728.29,2,,2025-02-24 03:00:00,batch_2025_01.csv
T002334,C00077,P0004,01/19/2025,800.52,1,WELCOME5,2025-01-19 15:00:00,batch_2025_01.csv
T004555,C00158,P0055,2025-06-08,59.22,4,,2025-06-09 07:00:00,batch_2025_01.csv
T000488,C00063,P0065,2025-03-18,437.26,2,,2025-03-18 13:00:00,batch_2025_01.csv
T004243,C00023,P0080,2025-01-02,$848.42,3,,2025-01-03 17:00:00,batch_2025_01.csv
T000300,C00486,P0043,2025-07-26,875.17,4,,2025-07-26 13:00:00,batch_2025_01.csv
T002723,C00338,P0038,2025-06-22,772.79,2,SAVE10,2025-06-22 08:00:00,batch_2025_01.csv
T001983,C00240,P0127,2025-03-30,495.13,1,WELCOME5,2025-03-31 01:00:00,batch_2025_01.csv
T004360,C00325,P0140,2025-05-13,107.94,5,WELCOME5,2025-05-13 06:00:00,batch_2025_01.csv
T004531,C00311,P0069,07/01/2025,-45.00,3,,2025-07-01 04:00:00,batch_2025_01.csv
T000801,C00427,P0095,05/06/2025,465.29,5,WELCOME5,2025-05-07 05:00:00,batch_2025_01.csv
T000313,C00124,P0096,04/25/2025,444.00,5,,2025-04-25 12:00:00,batch_2025_01.csv
T001440,C00429,P0085,2025-08-21,$785.90,1,,2025-08-21 11:00:00,batch_2025_01.csv
T003138,C00328,P0004,04/14/2025,99.97,4,,2025-04-15 10:00:00,batch_2025_01.csv
T004832,C00118,P0130,03/17/2025,864.57,2,SAVE10,2025-03-17 04:00:00,batch_2025_01.csv
T002550,C00046,P0049,2025-01-09,679.35,1,,2025-01-10 18:00:00,batch_2025_01.csv
T000976,C00125,P0123,2025-07-28,$38.78,2,,2025-07-29 00:00:00,batch_2025_01.csv
T002666,C00096,P0008,2031-01-01,809.45,5,,2025-07-12 03:00:00,batch_2025_01.csv
T004349,C00128,P0080,2025-07-04,638.74,1,SAVE10,2025-07-04 04:00:00,batch_2025_01.csv
T003973,C00140,P0130,2025-02-09,250.02,3,WELCOME5,2025-02-11 02:00:00,batch_2025_01_late.csv
T001874,C00439,P0148,2025-05-16,720.70,1,,2025-05-16 12:00:00,batch_2025_01.csv
T003112,,P0131,2025-04-20,269.81,5,,2025-04-20 11:00:00,batch_2025_01.csv
T004024,C00202,P0043,02/26/2025,244.57,3,WELCOME5,2025-02-26 20:00:00,batch_2025_01.csv
T000431,C00080,P0110,03/06/2025,589.21,3,WELCOME5,2025-03-06 17:00:00,batch_2025_01.csv
T004281,C00200,P0145,2025-06-01,619.78,1,,2025-06-01 11:00:00,batch_2025_01.csv
T003088,C00344,P0150,2025-05-28,51.48,5,,2025-05-28 22:00:00,batch_2025_01_late.csv
T002336,C00033,P0081,2025-07-22,659.60,5,,2025-07-23 07:00:00,batch_2025_01.csv
T001678,C00123,P0015,2025-05-23,583.12,2,SAVE10,2025-05-23 02:00:00,batch_2025_01.csv
T001066,C00144,P0090,03/05/2025,642.73,1,,2025-03-05 21:00:00,batch_2025_01.csv
T002430,C00032,P0002,2025-02-20,318.27,5,SAVE10,2025-02-22 00:00:00,batch_2025_01.csv
T002742,C00293,P0009,2025-02-08,$845.04,5,,2025-02-09 05:00:00,batch_2025_01.csv
T001658,C00314,P0032,2025-05-16,542.41,2,,2025-05-16 19:00:00,batch_2025_01.csv
T004934,C00010,P0023,2025-05-08,775.92,2,WELCOME5,2025-05-08 06:00:00,batch_2025_01.csv
T004706,C00365,P0052,07/14/2025,783.33,5,,2025-07-15 12:00:00,batch_2025_01.csv
T003459,C00425,P0150,2025-06-06,244.94,2,,2025-06-06 04:00:00,batch_2025_01.csv
T000966,C00047,P0045,2025-08-01,536.63,4,,2025-08-01 14:00:00,batch_2025_01.csv
T004587,C00024,P0061,2025-07-07,593.86,5,,2025-07-08 23:00:00,batch_2025_01.csv
T002990,C00014,P0104,2025-01-10,372.70,5,WELCOME5,2025-01-10 07:00:00,batch_2025_01.csv
T004617,C00243,P0061,2025-05-09,329.80,2,WELCOME5,2025-05-10 08:00:00,batch_2025_01.csv
T004036,C00029,P0099,2025-06-17,$674.92,5,,2025-06-17 06:00:00,batch_2025_01.csv
T003765,C00030,P0114,01/26/2025,589.72,4,,2025-01-27 20:00:00,batch_2025_01.csv
T004372,C00023,P0106,08/11/2025,330.21,4,,2025-08-11 03:00:00,batch_2025_01.csv
T001038,C00177,P0137,2025-08-14,500.09,1,WELCOME5,2025-08-15 02:00:00,batch_2025_01.csv
T000817,C00306,P0142,2025-01-10,$899.13,5,SAVE10,2025-01-11 08:00:00,batch_2025_01.csv
T000358,C00260,P0058,04/07/2025,499.04,4,WELCOME5,2025-04-08 02:00:00,batch_2025_01.csv
T002516,C00279,P0083,2025-07-12,$878.08,3,SAVE10,2025-07-13 04:00:00,batch_2025_01.csv
T001212,C00187,P0118,04/01/2025,20.10,5,SAVE10,2025-04-02 02:00:00,batch_2025_01_late.csv
T000757,C00140,P0035,2025-07-22,33.99,1,SAVE10,2025-07-22 18:00:00,batch_2025_01.csv
T005000,C00246,P0081,03/21/2025,$367.58,3,WELCOME5,2025-03-21 23:00:00,batch_2025_01.csv
T004089,C00041,P0034,2025-05-01,$57.61,2,SAVE10,2025-05-01 21:00:00,batch_2025_01.csv
T004779,C00108,P0107,2025-04-23,19.56,2,,2025-04-24 08:00:00,batch_2025_01.csv
T002842,C00240,P0094,2025-01-29,214.29,4,,2025-01-30 13:00:00,batch_2025_01.csv
T001024,C00442,P0047,2025-04-25,12.75,2,,2025-04-25 21:00:00,batch_2025_01.csv
T001366,C00430,P0134,01/21/2025,290.74,3,,2025-01-22 15:00:00,batch_2025_01.csv
T004704,C00340,P0077,2025-05-05,19.22,1,SAVE10,2025-05-06 14:00:00,batch_2025_01.csv
T000226,C00129,P0022,2025-08-20,339.68,3,,2025-08-21 18:00:00,batch_2025_01.csv
T003934,C00175,P0087,03/11/2025,640.68,2,SAVE10,2025-03-12 01:00:00,batch_2025_01.csv
T003208,C00482,P0035,07/21/2025,$732.65,4,,2025-07-21 12:00:00,batch_2025_01.csv
T000412,C00120,P0011,2025-05-13,604.38,1,,2025-05-14 06:00:00,batch_2025_01_late.csv
T003849,C00266,P0008,2025-03-01,780.82,2,SAVE10,2025-03-01 07:00:00,batch_2025_01.csv
T003204,C00010,P0032,2025-08-13,98.69,5,SAVE10,2025-08-13 10:00:00,batch_2025_01.csv
T004918,C00422,P0144,03/09/2025,$706.81,5,,2025-03-10 20:00:00,batch_2025_01_late.csv
T002492,C00417,P0102,2025-06-04,-45.00,4,,2025-06-05 13:00:00,batch_2025_01.csv
T004764,C00035,P0135,01/28/2025,203.38,2,WELCOME5,2025-01-28 13:00:00,batch_2025_01.csv
T000328,C00484,P0019,2025-02-19,$429.22,5,,2025-02-20 09:00:00,batch_2025_01.csv
T002332,C00035,P0030,2025-03-11,482.16,1,,2025-03-12 02:00:00,batch_2025_01.csv
T004234,C00293,P0136,06/18/2025,,1,,2025-06-18 02:00:00,batch_2025_01.csv
T000497,C00376,P0048,06/08/2025,795.58,1,WELCOME5,2025-06-09 00:00:00,batch_2025_01.csv
T001564,C00033,P0091,2025-07-04,66.35,1,WELCOME5,2025-07-04 18:00:00,batch_2025_01.csv
T003777,C00167,P0008,04/14/2025,398.34,2,WELCOME5,2025-04-14 07:00:00,batch_2025_01.csv
T000029,C00315,P0143,08/26/2025,31.42,2,,2025-08-27 19:00:00,batch_2025_01.csv
T001780,C00310,P0106,2025-03-18,349.25,1,,2025-03-19 00:00:00,batch_2025_01.csv
T000964,C00411,P0057,2025-04-08,550.39,1,,2025-04-09 10:00:00,batch_2025_01.csv
T003734,C00494,P0105,2025-06-30,$556.82,2,,2025-07-01 03:00:00,batch_2025_01.csv
T004808,C00125,P0005,2025-03-17,767.92,4,,2025-03-18 01:00:00,batch_2025_01.csv
T000509,C00280,P0055,2025-05-21,342.56,4,SAVE10,2025-05-23 00:00:00,batch_2025_01.csv
T000755,C00331,P0042,2025-06-03,236.75,2,,2025-06-03 16:00:00,batch_2025_01.csv
T003725,C00006,P0116,2025-03-03,$128.10,5,,2025-03-03 21:00:00,batch_2025_01.csv
T000432,C00142,P0102,04/16/2025,681.43,3,WELCOME5,2025-04-17 12:00:00,batch_2025_01.csv
T001130,C00192,P0022,2025-05-10,616.52,1,WELCOME5,2025-05-11 05:00:00,batch_2025_01.csv
T002266,C00042,P0081,04/29/2025,515.53,1,SAVE10,2025-04-30 21:00:00,batch_2025_01.csv
T002565,C00421,P0143,2025-05-25,878.97,5,WELCOME5,2025-05-25 08:00:00,batch_2025_01.csv
T000567,C00414,P0047,2025-03-01,796.23,1,,2025-03-02 22:00:00,batch_2025_01.csv
T001615,C00241,P0028,04/26/2025,492.20,5,SAVE10,2025-04-26 20:00:00,batch_2025_01.csv
T000978,C00060,P0024,2025-08-23,$582.80,1,WELCOME5,2025-08-24 01:00:00,batch_2025_01.csv
T000695,C00012,P0022,2025-04-25,488.26,5,SAVE10,2025-04-26 20:00:00,batch_2025_01.csv
T000642,C00033,P0139,05/08/2025,581.92,1,,2025-05-09 11:00:00,batch_2025_01.csv
T002490,C00218,P0123,2025-03-13,$175.69,4,SAVE10,2025-03-14 01:00:00,batch_2025_01.csv
T002773,C00440,P0029,2025-05-01,160.97,1,WELCOME5,2025-05-02 02:00:00,batch_2025_01.csv
T000009,C00199,P0117,07/10/2025,338.94,2,SAVE10,2025-07-11 21:00:00,batch_2025_01.csv
T002507,C00442,P0109,2025-05-30,$832.75,1,,2025-05-30 14:00:00,batch_2025_01.csv
T003219,C00354,P0087,2025-01-09,$780.94,3,,2025-01-09 23:00:00,batch_2025_01.csv
T004416,C00369,P0095,01/28/2025,$61.54,3,,2025-01-28 18:00:00,batch_2025_01.csv
T001248,C00390,P0060,07/26/2025,883.34,2,SAVE10,2025-07-27 23:00:00,batch_2025_01.csv
T003637,C00409,P0097,2025-03-28,147.83,4,,2025-03-28 10:00:00,batch_2025_01.csv
T004762,C00373,P0128,08/05/2025,260.49,5,,2025-08-06 02:00:00,batch_2025_01.csv
T002266,C00042,P0081,2031-01-01,515.53,1,SAVE10,2025-05-01 03:00:00,batch_2025_01_late.csv
T003494,C00429,P0110,2025-07-19,465.59,4,,2025-07-19 07:00:00,batch_2025_01.csv
T003629,C00191,P0073,2025-06-22,496.38,3,,2025-06-22 10:00:00,batch_2025_01.csv
T001387,C00263,P0054,2025-04-30,238.33,2,SAVE10,2025-04-30 17:00:00,batch_2025_01.csv
T000353,C00472,P0125,2025-04-16,108.74,3,,2025-04-17 05:00:00,batch_2025_01.csv
T004189,C00358,P0054,2025-03-27,336.49,5,,2025-03-28 09:00:00,batch_2025_01.csv
T002419,C00214,P0138,04/13/2025,453.56,5,,2025-04-13 20:00:00,batch_2025_01.csv
T003176,C00489,P0052,2025-08-14,658.83,2,,2025-08-15 18:00:00,batch_2025_01.csv
T004379,C00275,P0022,2025-05-27,$483.46,2,,2025-05-27 15:00:00,batch_2025_01.csv
T002624,C00354,P0132,06/07/2025,107.07,2,WELCOME5,2025-06-08 07:00:00,batch_2025_01.csv
T003245,C00311,P0017,2025-03-26,$106.30,3,,2025-03-26 19:00:00,batch_2025_01.csv
T002124,C00082,P0092,2025-03-04,$525.36,2,,2025-03-05 17:00:00,batch_2025_01.csv
T000996,C00066,P0128,03/19/2025,718.76,4,,2025-03-20 20:00:00,batch_2025_01.csv
T001278,C00027,P0079,07/15/2025,35.93,3,,2025-07-15 23:00:00,batch_2025_01.csv
T000297,C00498,P0059,08/04/2025,501.81,5,SAVE10,2025-08-05 01:00:00,batch_2025_01.csv
T001479,C00057,P0121,2025-07-11,$127.78,4,,2025-07-11 05:00:00,batch_2025_01.csv
T004241,C00186,P0006,2025-02-03,305.71,5,WELCOME5,2025-02-04 07:00:00,batch_2025_01.csv
T003354,C00076,P0014,2025-07-11,851.26,3,,2025-07-12 04:00:00,batch_2025_01.csv
T000476,C00147,P0121,06/26/2025,485.31,1,SAVE10,2025-06-27 08:00:00,batch_2025_01.csv
T000827,C00343,P0027,08/26/2025,638.11,1,,2025-08-27 05:00:00,batch_2025_01.csv
T003262,C00186,P0061,07/17/2025,$163.04,1,SAVE10,2025-07-18 12:00:00,batch_2025_01.csv
T002485,C00216,P0022,2025-01-18,787.47,5,WELCOME5,2025-01-19 21:00:00,batch_2025_01.csv
T003411,C00009,P0098,2025-05-22,47.17,2,,2025-05-22 02:00:00,batch_2025_01.csv
T003825,C00153,P0101,2019-13-40,$468.46,5,,2025-01-21 18:00:00,batch_2025_01.csv
T003094,C00170,P0097,07/07/2025,266.35,1,WELCOME5,2025-07-08 01:00:00,batch_2025_01_late.csv
T004532,C00479,P0026,2025-03-07,$193.26,4,,2025-03-07 15:00:00,batch_2025_01.csv
T000371,C00432,P0141,07/02/2025,$775.75,2,,2025-07-04 00:00:00,batch_2025_01.csv
T002912,C00076,P0012,01/24/2025,$722.88,2,,2025-01-24 23:00:00,batch_2025_01.csv
T001802,C00475,P0015,2025-07-28,396.58,1,,2025-07-29 04:00:00,batch_2025_01.csv
T004893,C00500,P0133,2025-03-27,36.56,4,SAVE10,2025-03-28 05:00:00,batch_2025_01.csv
T001388,C00072,P0120,2025-04-06,$531.44,1,,2025-04-07 13:00:00,batch_2025_01.csv
T003107,C00411,P0128,05/26/2025,376.16,2,WELCOME5,2025-05-26 05:00:00,batch_2025_01.csv
T000541,C00137,P0146,2025-06-02,554.23,1,SAVE10,2025-06-02 15:00:00,batch_2025_01.csv
T001372,C00141,P0015,07/30/2025,874.26,5,SAVE10,2025-07-30 02:00:00,batch_2025_01.csv
T004669,C00031,P0058,2025-03-28,600.98,5,,2025-03-28 18:00:00,batch_2025_01.csv
T003684,C00356,P0115,2025-08-29,$21.89,3,,2025-08-29 19:00:00,batch_2025_01.csv
T001883,C00473,P9999,01/24/2025,$553.70,2,,2025-01-24 17:00:00,batch_2025_01.csv
T001127,C00296,P0094,01/19/2025,323.20,4,,2025-01-19 12:00:00,batch_2025_01.csv
T004561,C00156,P0103,2025-04-11,$392.40,2,SAVE10,2025-04-12 07:00:00,batch_2025_01_late.csv
T000892,C00064,P0022,2025-08-23,877.28,1,,2025-08-23 03:00:00,batch_2025_01.csv
T003337,C00331,P0103,2025-05-13,$602.93,5,WELCOME5,2025-05-14 04:00:00,batch_2025_01.csv
T004265,C00048,P0115,2025-08-05,$580.61,4,SAVE10,2025-08-06 11:00:00,batch_2025_01.csv
T002401,C00053,P0045,08/20/2025,$164.55,2,,2025-08-21 08:00:00,batch_2025_01.csv
T001432,C00258,P0138,2025-02-27,483.00,4,,2025-02-28 02:00:00,batch_2025_01.csv
T002189,C00002,P0051,01/05/2025,662.14,2,,2025-01-06 06:00:00,batch_2025_01.csv
T002591,C99999,P0057,2025-04-20,57.40,5,,2025-04-21 03:00:00,batch_2025_01.csv
T003975,C00345,P0069,2025-04-12,732.37,4,,2025-04-12 21:00:00,batch_2025_01.csv
T004123,C00158,P0135,2025-03-20,,3,SAVE10,2025-03-20 19:00:00,batch_2025_01.csv
T002908,C00079,P0143,2025-02-23,247.70,1,,2025-02-24 00:00:00,batch_2025_01.csv
T002964,C00372,P0150,2025-07-29,350.95,4,SAVE10,2025-07-29 12:00:00,batch_2025_01.csv
T000473,C00228,P0035,2025-06-28,$872.83,5,SAVE10,2025-06-29 11:00:00,batch_2025_01.csv
T002658,C00161,P0050,2025-07-08,616.18,4,WELCOME5,2025-07-08 21:00:00,batch_2025_01.csv
T003096,C00220,P0108,2025-03-29,$642.66,4,,2025-03-29 04:00:00,batch_2025_01.csv
T004382,C00059,P0138,2025-06-25,503.52,4,,2025-06-25 02:00:00,batch_2025_01.csv
T000362,C00433,P0117,2025-07-16,$304.12,3,SAVE10,2025-07-17 16:00:00,batch_2025_01.csv
T003449,C00126,P0006,04/27/2025,$608.83,1,,2025-04-27 22:00:00,batch_2025_01.csv
T001737,C00124,P0134,2025-07-17,264.56,1,WELCOME5,2025-07-17 05:00:00,batch_2025_01.csv
T002963,C00416,P0039,2025-08-07,386.88,1,WELCOME5,2025-08-08 17:00:00,batch_2025_01.csv
T001977,C00409,P0024,2025-05-06,673.31,4,,2025-05-07 23:00:00,batch_2025_01.csv
T003655,C00258,P0093,2025-05-27,377.35,4,SAVE10,2025-05-29 00:00:00,batch_2025_01.csv
T002486,C00094,P0110,2025-05-12,843.21,5,,2025-05-13 07:00:00,batch_2025_01.csv
T003488,C00444,P0041,2025-01-22,$726.15,5,WELCOME5,2025-01-22 07:00:00,batch_2025_01.csv
T004815,C00392,P0027,2025-05-11,573.40,4,SAVE10,2025-05-11 20:00:00,batch_2025_01.csv
T004756,C00387,P0091,2025-05-09,469.60,2,,2025-05-10 04:00:00,batch_2025_01.csv
T001063,C00438,P0039,2025-02-03,212.61,2,SAVE10,2025-02-04 02:00:00,batch_2025_01.csv
T001788,C00409,P0118,2025-03-25,317.46,5,,2025-03-25 19:00:00,batch_2025_01.csv
T000062,C00477,P0007,2025-04-12,378.09,1,,2025-04-13 09:00:00,batch_2025_01.csv
T001141,C00468,P0147,01/03/2025,$355.11,1,WELCOME5,2025-01-04 12:00:00,batch_2025_01.csv
T003330,,P0064,02/15/2025,656.89,5,,2025-02-16 01:00:00,batch_2025_01.csv
T000839,C00019,P0138,07/05/2025,306.37,5,,2025-07-06 23:00:00,batch_2025_01.csv
T004547,C00182,P0106,05/16/2025,$771.26,3,,2025-05-16 19:00:00,batch_2025_01.csv
T002748,C00398,P0021,2025-07-17,$555.96,4,,2025-07-18 09:00:00,batch_2025_01.csv
T001445,C00386,P0029,2025-04-04,652.02,2,SAVE10,2025-04-05 03:00:00,batch_2025_01.csv
T001351,C00218,P0020,2025-07-13,$343.11,2,,2025-07-13 01:00:00,batch_2025_01.csv
T004596,C99999,P0087,2025-08-08,$194.17,3,,2025-08-08 02:00:00,batch_2025_01.csv
T004938,C00221,P9999,2025-08-08,869.97,4,SAVE10,2025-08-09 13:00:00,batch_2025_01.csv
T003955,C00366,P0090,2025-07-21,698.29,2,WELCOME5,2025-07-22 11:00:00,batch_2025_01.csv
T000197,C00426,P0037,03/29/2025,-45.00,3,SAVE10,2025-03-30 06:00:00,batch_2025_01.csv
T004086,C00024,P0064,2025-04-04,$232.57,5,SAVE10,2025-04-04 21:00:00,batch_2025_01_late.csv
T000874,C00313,P0130,03/23/2025,$862.02,4,,2025-03-24 20:00:00,batch_2025_01.csv
T000879,C00237,P0095,2025-04-24,843.13,3,,2025-04-24 01:00:00,batch_2025_01.csv
T000166,C00273,P0142,01/05/2025,$374.91,3,,2025-01-06 10:00:00,batch_2025_01.csv
T004786,C00220,P0074,2025-05-07,664.54,4,WELCOME5,2025-05-07 03:00:00,batch_2025_01.csv
T002218,C00349,P0004,05/04/2025,12.11,1,WELCOME5,2025-05-04 17:00:00,batch_2025_01.csv
T001936,C00492,P0107,2025-08-14,825.67,5,,2025-08-15 16:00:00,batch_2025_01.csv
T001071,C00022,P0049,2025-04-25,$180.09,3,,2025-04-25 07:00:00,batch_2025_01.csv
T004056,C00256,P0027,07/25/2025,236.94,5,,2025-07-26 12:00:00,batch_2025_01.csv
T000103,C00495,P0062,2025-04-01,199.91,4,,2025-04-01 04:00:00,batch_2025_01.csv
T004488,C00089,P0108,2025-03-08,192.86,2,,2025-03-09 20:00:00,batch_2025_01.csv
T002783,C00431,P0131,01/31/2025,$495.73,4,,2025-01-31 23:00:00,batch_2025_01.csv
T001458,C00291,P0134,2025-03-07,229.19,2,,2025-03-09 00:00:00,batch_2025_01.csv
T001320,C00362,P0081,2025-01-10,$803.91,5,,2025-01-11 04:00:00,batch_2025_01.csv
T004550,C00184,P9999,2025-05-29,329.95,1,,2025-05-30 03:00:00,batch_2025_01.csv
T002277,C00002,P0015,2025-07-23,315.24,4,SAVE10,2025-07-24 15:00:00,batch_2025_01.csv
T003396,C00165,P0058,2025-01-16,42.78,5,,2025-01-16 20:00:00,batch_2025_01.csv
T002076,C00061,P0037,2025-04-19,$253.71,4,,2025-04-19 23:00:00,batch_2025_01.csv
T002009,C00352,P0117,2025-01-08,515.72,5,,2025-01-09 20:00:00,batch_2025_01.csv
T002424,C00058,P0037,2025-04-22,645.65,1,,2025-04-22 10:00:00,batch_2025_01.csv
T003526,C00278,P0024,04/10/2025,891.82,2,SAVE10,2025-04-10 02:00:00,batch_2025_01.csv
T003134,C00450,P0013,2025-05-15,$201.33,1,,2025-05-16 23:00:00,batch_2025_01.csv
T004725,C00042,P0030,2025-06-26,504.66,5,,2025-06-26 10:00:00,batch_2025_01.csv
T003352,C00496,P0054,03/17/2025,9.37,2,SAVE10,2025-03-18 18:00:00,batch_2025_01.csv
T000202,C00003,P0055,07/12/2025,191.56,1,WELCOME5,2025-07-13 22:00:00,batch_2025_01.csv
T000673,C00272,P0009,2025-07-12,0.00,5,,2025-07-12 18:00:00,batch_2025_01.csv
T004042,C00391,P0050,04/01/2025,257.27,3,,2025-04-01 11:00:00,batch_2025_01.csv
T001119,C00183,P0073,2025-05-09,863.20,3,,2025-05-09 13:00:00,batch_2025_01.csv
T000711,C00274,P0149,2025-02-06,321.65,4,SAVE10,2025-02-06 01:00:00,batch_2025_01.csv
T003074,C00144,P0050,2025-04-13,$435.19,4,,2025-04-14 16:00:00,batch_2025_01.csv
T002885,C00081,P0141,08/28/2025,530.47,1,,2025-08-29 11:00:00,batch_2025_01.csv
T004668,C00108,P0102,06/23/2025,$450.75,1,,2025-06-24 14:00:00,batch_2025_01.csv
T003278,C00192,P0048,2025-02-28,271.61,4,,2025-02-28 08:00:00,batch_2025_01.csv
T002483,C00183,P0149,2025-07-26,275.85,5,,2025-07-27 13:00:00,batch_2025_01.csv
T001375,C00228,P0016,2025-08-08,288.30,5,,2025-08-09 11:00:00,batch_2025_01.csv
T003887,C00154,P0132,08/16/2025,$333.18,5,,2025-08-16 19:00:00,batch_2025_01.csv
T002905,C00375,P0013,2025-07-08,490.18,3,,2025-07-09 11:00:00,batch_2025_01.csv
T004040,C00363,P0042,08/06/2025,678.08,3,,2025-08-07 12:00:00,batch_2025_01.csv
T001943,C00356,P0025,02/02/2025,111.93,1,,2025-02-03 04:00:00,batch_2025_01.csv
T001339,C00419,P0070,2025-01-20,$776.89,4,,2025-01-20 05:00:00,batch_2025_01.csv
T002949,C00372,P0110,2025-07-28,858.77,2,WELCOME5,2025-07-28 02:00:00,batch_2025_01.csv
T001831,C00148,P0030,2025-08-25,770.87,5,,2025-08-26 01:00:00,batch_2025_01.csv
T003829,C00355,P0015,05/13/2025,820.65,5,,2025-05-14 00:00:00,batch_2025_01.csv
T001050,C00476,P0132,01/10/2025,744.55,1,,2025-01-11 06:00:00,batch_2025_01.csv
T002946,C00420,P0137,2025-07-10,544.75,4,WELCOME5,2025-07-10 03:00:00,batch_2025_01.csv
T000747,C00104,P0128,07/21/2025,$574.82,3,,2025-07-21 05:00:00,batch_2025_01.csv
T003319,C00277,P0017,2025-04-30,808.35,2,,2025-04-30 03:00:00,batch_2025_01.csv
T004997,C00249,P0041,06/20/2025,374.20,4,,2025-06-20 20:00:00,batch_2025_01.csv
T003093,C00043,P0099,04/30/2025,$588.59,1,,2025-05-01 06:00:00,batch_2025_01.csv
T002817,C00472,P0102,2025-05-06,49.83,5,,2025-05-07 07:00:00,batch_2025_01.csv
T002510,C00006,P0064,05/17/2025,863.01,3,,2025-05-17 09:00:00,batch_2025_01.csv
T002426,C00376,P0125,08/23/2025,$844.39,1,,2025-08-24 13:00:00,batch_2025_01.csv
T003689,C00218,P0019,2025-08-05,$378.43,3,WELCOME5,2025-08-06 14:00:00,batch_2025_01.csv
T004411,C00185,P0033,2025-06-22,$165.47,4,SAVE10,2025-06-22 20:00:00,batch_2025_01.csv
T003908,C00467,P0124,2025-08-08,$83.89,5,,2025-08-09 18:00:00,batch_2025_01.csv
T004037,,P0103,2025-07-05,565.92,1,WELCOME5,2025-07-06 00:00:00,batch_2025_01.csv
T000217,C00294,P0069,05/12/2025,857.54,4,,2025-05-13 20:00:00,batch_2025_01.csv
T003993,C00277,P0005,2025-06-17,805.13,3,,2025-06-18 17:00:00,batch_2025_01.csv
T004300,C00180,P0064,2025-06-28,456.59,3,,2025-06-28 05:00:00,batch_2025_01.csv
T000571,C00492,P0008,02/19/2025,750.18,4,SAVE10,2025-02-19 22:00:00,batch_2025_01.csv
T001782,C00073,P0005,2025-08-20,811.25,4,,2025-08-21 05:00:00,batch_2025_01.csv
T004729,C00218,P0099,04/11/2025,$358.77,4,,2025-04-13 00:00:00,batch_2025_01_late.csv
T002242,C00105,P0149,2025-03-13,113.72,2,SAVE10,2025-03-13 23:00:00,batch_2025_01.csv
T004156,C00271,P0054,2025-01-06,$770.67,2,SAVE10,2025-01-06 23:00:00,batch_2025_01.csv
T003741,C00273,P0005,01/06/2025,872.68,5,WELCOME5,2025-01-06 17:00:00,batch_2025_01.csv
T000921,C00432,P0129,06/14/2025,465.41,1,,2025-06-14 06:00:00,batch_2025_01.csv
T000492,C00183,P0040,2025-07-22,633.58,5,,2025-07-22 07:00:00,batch_2025_01.csv
T003240,C00074,P0033,2025-06-30,823.63,1,,2025-07-01 23:00:00,batch_2025_01.csv
T001710,C00254,P0037,2025-06-27,824.93,2,WELCOME5,2025-06-27 20:00:00,batch_2025_01.csv
T000831,C00428,P0122,2025-05-10,312.46,4,,2025-05-10 11:00:00,batch_2025_01.csv
T000602,C00462,P0141,2025-01-01,871.37,1,,2025-01-02 22:00:00,batch_2025_01.csv
T004157,C00017,P0048,2025-01-08,$686.39,3,SAVE10,2025-01-09 23:00:00,batch_2025_01.csv
T001096,C00316,P0086,08/25/2025,$113.57,2,SAVE10,2025-08-25 06:00:00,batch_2025_01.csv
T000327,C00134,P0150,2025-08-06,270.29,5,WELCOME5,2025-08-06 08:00:00,batch_2025_01.csv
T001098,C00419,P0074,01/27/2025,$318.76,3,,2025-01-27 18:00:00,batch_2025_01.csv
T003287,C00347,P0115,2025-07-06,477.03,5,SAVE10,2025-07-07 23:00:00,batch_2025_01.csv
T001619,C00391,P0125,2025-08-27,$290.06,1,,2025-08-28 16:00:00,batch_2025_01.csv
T003141,C00360,P0027,2025-01-28,396.85,5,SAVE10,2025-01-29 00:00:00,batch_2025_01.csv
T001537,C00429,P0111,06/13/2025,384.13,3,,2025-06-13 07:00:00,batch_2025_01.csv
T002746,C00248,P0113,2025-01-06,$601.96,1,WELCOME5,2025-01-07 02:00:00,batch_2025_01.csv
T000783,C00377,P0066,2025-05-23,73.17,4,,2025-05-23 04:00:00,batch_2025_01.csv
T002129,C99999,P0053,2025-01-28,$645.54,1,,2025-01-28 15:00:00,batch_2025_01.csv
T002014,C00273,P0087,2025-08-27,652.40,4,,2025-08-28 07:00:00,batch_2025_01.csv
T000180,C00047,P0002,04/24/2025,849.12,1,,2025-04-25 00:00:00,batch_2025_01.csv
T004876,C00466,P0018,2025-08-03,819.95,2,,2025-08-04 21:00:00,batch_2025_01.csv
T001347,C00430,P0122,08/03/2025,474.88,4,,2025-08-04 13:00:00,batch_2025_01.csv
T001502,C00449,P0121,2025-03-12,22.14,2,,2025-03-13 23:00:00,batch_2025_01.csv
T000443,C00287,P0019,03/29/2025,456.83,5,WELCOME5,2025-03-29 08:00:00,batch_2025_01.csv
T001489,C00038,P0047,2025-03-28,-45.00,4,,2025-03-29 06:00:00,batch_2025_01.csv
